timestamp,host,ue_container,achieved_mbps,rtt_ms
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-9,3.19,59.40
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-10,3.20,66.10
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-11,0.81,52.10
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-12,0.81,90.40
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-13,0.81,35.20
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-14,2.02,78.80
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-15,1.99,80.00
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-16,1.99,208.00
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-17,3.19,62.60
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-9,3.23,70.80
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-10,3.20,46.70
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-11,0.80,37.50
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-12,0.80,54.60
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-13,0.78,51.50
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-14,2.00,79.30
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-15,2.04,67.90
2026-09-26 15:45:54,pc3,rfsim5g-end-ue-16,1.98,44.20
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-17,3.19,116.00
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-9,3.33,84.40
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-10,3.19,81.80
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-11,0.80,38.30
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-12,0.80,32.10
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-13,0.80,49.10
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-14,1.98,73.50
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-15,1.97,38.50
2026-09-26 15:46:00,pc3,rfsim5g-end-ue-16,2.02,49.90
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-17,3.24,74.90
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-9,3.13,93.00
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-10,3.21,68.70
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-11,0.80,79.90
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-12,0.79,70.50
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-13,0.80,71.80
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-14,2.00,45.40
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-15,2.01,57.10
2026-09-26 15:46:05,pc3,rfsim5g-end-ue-16,1.97,79.00
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-17,3.21,92.10
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-9,3.20,64.20
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-10,2.90,60.80
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-11,0.80,29.10
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-12,0.80,70.50
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-13,0.81,77.60
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-14,1.99,71.60
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-15,1.96,65.40
2026-09-26 15:46:11,pc3,rfsim5g-end-ue-16,2.03,81.60
2026-09-26 15:46:16,pc3,rfsim5g-end-ue-17,3.20,113.00
2026-09-26 15:46:16,pc3,rfsim5g-end-ue-9,3.20,46.80
2026-09-26 15:46:16,pc3,rfsim5g-end-ue-10,3.25,57.30
2026-09-26 15:46:16,pc3,rfsim5g-end-ue-11,0.80,67.60
2026-09-26 15:46:16,pc3,rfsim5g-end-ue-12,0.81,29.40
2026-09-26 15:46:16,pc3,rfsim5g-end-ue-13,0.78,67.40
2026-09-26 15:46:16,pc3,rfsim5g-end-ue-14,2.00,67.30
